cohort,set,gene,measured,clean_member,exclusion_set
TCGA-COADREAD,S_mito,COX16,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX17,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX18,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX19,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX20,False,False,OX6_fixed
TCGA-COADREAD,S_mito,COX4I1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX4I2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX5A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX5B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX6A1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX6A2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX6B1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX6B2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX6C,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX7A1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX7A2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX7A2L,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX7B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX7B2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX7C,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX8A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,COX8C,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CPOX,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CPS1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CPT1A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CPT1B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CPT1C,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CPT2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CRAT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CRLS1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CROT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CRY1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CRYZ,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CSKMT,False,False,OX6_fixed
TCGA-COADREAD,S_mito,CYB5B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYB5R3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYC1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYCS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYP11A1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYP11B1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYP11B2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYP24A1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYP27A1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,CYP27B1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,D2HGDH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DAP3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DBI,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DBT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DCAKD,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DCXR,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DDX28,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DECR1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DELE1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,DGLUCY,False,False,OX6_fixed
TCGA-COADREAD,S_mito,DGUOK,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHODH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHRS1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHRS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHRS4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHRS7B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHTKD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DHX30,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DIABLO,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DLAT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DLD,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DLST,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DMAC1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,DMAC2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,DMAC2L,False,False,OX6_fixed
TCGA-COADREAD,S_mito,DMGDH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DMPK,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNA2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJA3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJC11,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJC15,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJC19,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJC28,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJC30,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNAJC4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNLZ,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DNM1L,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DTYMK,True,True,OX6_fixed
TCGA-COADREAD,S_mito,DUS2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,DUT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,EARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ECH1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ECHDC1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ECHDC2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ECHDC3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ECHS1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ECI1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,ECI2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,ECSIT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,EFHD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,EHHADH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ELAC2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ENDOG,True,True,OX6_fixed
TCGA-COADREAD,S_mito,EPHX2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ERAL1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ETFA,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ETFB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ETFBKMT,False,False,OX6_fixed
TCGA-COADREAD,S_mito,ETFDH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ETFRF1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,ETHE1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,EXD2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,EXOG,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FABP1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FAHD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FAHD2A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FAM136A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FAM162A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FAM185A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FAM210A,False,False,OX6_fixed
TCGA-COADREAD,S_mito,FAM210B,False,False,OX6_fixed
TCGA-COADREAD,S_mito,FARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FASN,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FASTK,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FASTKD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FASTKD2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FASTKD3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FASTKD5,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FBXL4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FDPS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FDX1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FDX2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,FDXR,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FECH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FHIT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FIS1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FKBP10,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FKBP8,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FLAD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FMC1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,FOXRED1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FPGS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FTH1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FTMT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FUNDC1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FUNDC2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,FXN,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GADD45GIP1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GARS1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,GATB,False,False,OX6_fixed
TCGA-COADREAD,S_mito,GATC,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GATD3A,False,False,OX6_fixed
TCGA-COADREAD,S_mito,GATM,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GCAT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GCDH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GCSH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GDAP1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GFER,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GFM1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GFM2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GHITM,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLDC,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLOD4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLRX2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLRX5,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLUD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLUD2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLYAT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GLYCTK,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GOLPH3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GOT2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GPAM,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GPAT2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GPD2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GPT2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GPX1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GPX4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GRHPR,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GRPEL1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GRPEL2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GRSF1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GSR,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GSTK1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GSTZ1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GTPBP10,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GTPBP3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GTPBP6,False,False,OX6_fixed
TCGA-COADREAD,S_mito,GUF1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,GUK1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HADH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HADHA,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HADHB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HAGH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HAO2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HCCS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HDHD3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HDHD5,False,False,OX6_fixed
TCGA-COADREAD,S_mito,HEBP1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HEMK1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HIBADH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HIBCH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HIGD1A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HIGD2A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HINT1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HINT2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HINT3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HMGCL,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HMGCS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HOGA1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,HPDL,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSCB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSD17B10,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSD17B4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSD17B8,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSDL1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSDL2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSPA9,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSPD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HSPE1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HTATIP2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,HTD2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,HTRA2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IBA57,False,False,OX6_fixed
TCGA-COADREAD,S_mito,IDE,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IDH2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IDH3A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IDH3B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IDH3G,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IDI1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IFI27,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IMMP1L,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IMMP2L,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IMMT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ISCA1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ISCA2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ISCU,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ISOC2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,IVD,True,True,OX6_fixed
TCGA-COADREAD,S_mito,KARS1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,KMO,True,True,OX6_fixed
TCGA-COADREAD,S_mito,KYAT3,False,False,OX6_fixed
TCGA-COADREAD,S_mito,L2HGDH,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LACTB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LACTB2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LAP3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LDHAL6B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LDHB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LDHD,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LETM1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LETM2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LETMD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LIAS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LIG3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LIPT1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LIPT2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LONP1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LRPPRC,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYPLA1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYPLAL1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYRM1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYRM2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYRM4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYRM7,True,True,OX6_fixed
TCGA-COADREAD,S_mito,LYRM9,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MACROD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MAIP1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MALSU1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MAOA,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MAOB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MARCHF5,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MARS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MAVS,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCAT,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCCC1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCCC2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCCD1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCEE,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCL1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MCRIP2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MCU,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MCUB,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MCUR1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MDH2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ME2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,ME3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MECR,True,True,OX6_fixed
TCGA-COADREAD,S_mito,METAP1D,False,False,OX6_fixed
TCGA-COADREAD,S_mito,METTL15,False,False,OX6_fixed
TCGA-COADREAD,S_mito,METTL17,False,False,OX6_fixed
TCGA-COADREAD,S_mito,METTL4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,METTL5,True,True,OX6_fixed
TCGA-COADREAD,S_mito,METTL8,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MFF,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MFN1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MFN2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MGARP,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MGME1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MGST1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MGST3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MICOS10,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MICOS13,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MICU1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MICU2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MICU3,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MIEF1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MIEF2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MIGA1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MIGA2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MIPEP,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MLYCD,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MMAA,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MMAB,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MMADHC,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MMUT,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MOCS1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MPC1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MPC1L,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MPC2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MPST,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MPV17,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MPV17L,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MPV17L2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRM1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRM2,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MRM3,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MRPL1,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL10,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL11,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL12,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL13,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL14,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL15,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL16,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL17,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL18,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL19,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL20,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL21,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL22,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL23,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL24,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL27,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL28,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL30,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL32,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL33,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL34,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL35,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL36,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL37,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL38,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL39,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL4,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL40,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL41,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL42,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL43,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL44,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL45,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL46,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL47,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL48,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL49,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL50,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL51,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL52,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL53,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL54,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL55,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPL57,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MRPL58,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MRPL9,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS10,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS11,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS12,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS14,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS15,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS16,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS17,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS18A,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS18B,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS18C,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS21,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS22,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS23,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS24,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS25,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS26,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS27,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS28,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS30,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS31,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS33,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS34,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS35,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS36,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS5,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS6,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS7,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRPS9,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRRF,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MRS2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MSRA,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MSRB2,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MSRB3,True,True,OX6_fixed
TCGA-COADREAD,S_mito,MT-ATP6,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MT-ATP8,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MT-CO1,False,False,OX6_fixed
TCGA-COADREAD,S_mito,MT-CO2,False,False,OX6_fixed
