cohort,set,gene,measured,clean_member,exclusion_set
GSE39582,ferroptosis,METTL17,True,True,OX6_fixed
GSE39582,ferroptosis,METTL3,True,True,OX6_fixed
GSE39582,ferroptosis,METTL4,True,True,OX6_fixed
GSE39582,ferroptosis,METTL5,True,True,OX6_fixed
GSE39582,ferroptosis,METTL9,True,True,OX6_fixed
GSE39582,ferroptosis,MEX3A,True,True,OX6_fixed
GSE39582,ferroptosis,MFGE8,True,True,OX6_fixed
GSE39582,ferroptosis,MFN1,True,True,OX6_fixed
GSE39582,ferroptosis,MFN2,True,True,OX6_fixed
GSE39582,ferroptosis,MGST1,True,True,OX6_fixed
GSE39582,ferroptosis,MIB1,True,True,OX6_fixed
GSE39582,ferroptosis,MIB2,True,True,OX6_fixed
GSE39582,ferroptosis,MICU1,True,True,OX6_fixed
GSE39582,ferroptosis,MIOX,True,True,OX6_fixed
GSE39582,ferroptosis,MIR1-1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR1-2,True,True,OX6_fixed
GSE39582,ferroptosis,MIR122,False,False,OX6_fixed
GSE39582,ferroptosis,MIR12294,False,False,OX6_fixed
GSE39582,ferroptosis,MIR124-1,True,True,OX6_fixed
GSE39582,ferroptosis,MIR124-2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR124-3,False,False,OX6_fixed
GSE39582,ferroptosis,MIR125B1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR125B2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR127,False,False,OX6_fixed
GSE39582,ferroptosis,MIR129-1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR129-2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR130B,False,False,OX6_fixed
GSE39582,ferroptosis,MIR134,False,False,OX6_fixed
GSE39582,ferroptosis,MIR135B,False,False,OX6_fixed
GSE39582,ferroptosis,MIR137,True,True,OX6_fixed
GSE39582,ferroptosis,MIR138-1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR138-2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR140,False,False,OX6_fixed
GSE39582,ferroptosis,MIR141,False,False,OX6_fixed
GSE39582,ferroptosis,MIR142,True,True,OX6_fixed
GSE39582,ferroptosis,MIR144,False,False,OX6_fixed
GSE39582,ferroptosis,MIR147A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR148A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR149,False,False,OX6_fixed
GSE39582,ferroptosis,MIR155,True,True,OX6_fixed
GSE39582,ferroptosis,MIR15A,True,True,OX6_fixed
GSE39582,ferroptosis,MIR16-1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR16-2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR17,True,True,OX6_fixed
GSE39582,ferroptosis,MIR17HG,True,True,OX6_fixed
GSE39582,ferroptosis,MIR181B1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR181B2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR182,False,False,OX6_fixed
GSE39582,ferroptosis,MIR18A,True,True,OX6_fixed
GSE39582,ferroptosis,MIR1909,True,True,OX6_fixed
GSE39582,ferroptosis,MIR190A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR193A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR19A,True,True,OX6_fixed
GSE39582,ferroptosis,MIR205,True,True,OX6_fixed
GSE39582,ferroptosis,MIR208A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR20A,True,True,OX6_fixed
GSE39582,ferroptosis,MIR21,True,True,OX6_fixed
GSE39582,ferroptosis,MIR210,False,False,OX6_fixed
GSE39582,ferroptosis,MIR210HG,True,True,OX6_fixed
GSE39582,ferroptosis,MIR2115,False,False,OX6_fixed
GSE39582,ferroptosis,MIR212,False,False,OX6_fixed
GSE39582,ferroptosis,MIR214,False,False,OX6_fixed
GSE39582,ferroptosis,MIR217,False,False,OX6_fixed
GSE39582,ferroptosis,MIR219A1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR219A2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR219B,False,False,OX6_fixed
GSE39582,ferroptosis,MIR221,False,False,OX6_fixed
GSE39582,ferroptosis,MIR222,False,False,OX6_fixed
GSE39582,ferroptosis,MIR223,False,False,OX6_fixed
GSE39582,ferroptosis,MIR224,True,True,OX6_fixed
GSE39582,ferroptosis,MIR22HG,True,True,OX6_fixed
GSE39582,ferroptosis,MIR23A,True,True,OX6_fixed
GSE39582,ferroptosis,MIR26A1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR26A2,False,False,OX6_fixed
GSE39582,ferroptosis,MIR27A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR29A,True,True,OX6_fixed
GSE39582,ferroptosis,MIR302A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR30A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR30B,False,False,OX6_fixed
GSE39582,ferroptosis,MIR30E,False,False,OX6_fixed
GSE39582,ferroptosis,MIR31,False,False,OX6_fixed
GSE39582,ferroptosis,MIR324,False,False,OX6_fixed
GSE39582,ferroptosis,MIR330,False,False,OX6_fixed
GSE39582,ferroptosis,MIR335,False,False,OX6_fixed
GSE39582,ferroptosis,MIR338,False,False,OX6_fixed
GSE39582,ferroptosis,MIR339,False,False,OX6_fixed
GSE39582,ferroptosis,MIR342,False,False,OX6_fixed
GSE39582,ferroptosis,MIR34C,False,False,OX6_fixed
GSE39582,ferroptosis,MIR375,False,False,OX6_fixed
GSE39582,ferroptosis,MIR378A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR424,True,True,OX6_fixed
GSE39582,ferroptosis,MIR429,False,False,OX6_fixed
GSE39582,ferroptosis,MIR432,False,False,OX6_fixed
GSE39582,ferroptosis,MIR4443,False,False,OX6_fixed
GSE39582,ferroptosis,MIR450B,False,False,OX6_fixed
GSE39582,ferroptosis,MIR451A,False,False,OX6_fixed
GSE39582,ferroptosis,MIR454,False,False,OX6_fixed
GSE39582,ferroptosis,MIR4715,False,False,OX6_fixed
GSE39582,ferroptosis,MIR4735,False,False,OX6_fixed
GSE39582,ferroptosis,MIR485,False,False,OX6_fixed
GSE39582,ferroptosis,MIR491,False,False,OX6_fixed
GSE39582,ferroptosis,MIR494,False,False,OX6_fixed
GSE39582,ferroptosis,MIR509-1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR5096,False,False,OX6_fixed
GSE39582,ferroptosis,MIR522,False,False,OX6_fixed
GSE39582,ferroptosis,MIR539,False,False,OX6_fixed
GSE39582,ferroptosis,MIR545,False,False,OX6_fixed
GSE39582,ferroptosis,MIR552,False,False,OX6_fixed
GSE39582,ferroptosis,MIR605,False,False,OX6_fixed
GSE39582,ferroptosis,MIR6077,False,False,OX6_fixed
GSE39582,ferroptosis,MIR612,True,True,OX6_fixed
GSE39582,ferroptosis,MIR670,False,False,OX6_fixed
GSE39582,ferroptosis,MIR6852,False,False,OX6_fixed
GSE39582,ferroptosis,MIR744,False,False,OX6_fixed
GSE39582,ferroptosis,MIR761,False,False,OX6_fixed
GSE39582,ferroptosis,MIR770,False,False,OX6_fixed
GSE39582,ferroptosis,MIR9-1,False,False,OX6_fixed
GSE39582,ferroptosis,MIR9-2,True,True,OX6_fixed
GSE39582,ferroptosis,MIR9-3,False,False,OX6_fixed
GSE39582,ferroptosis,MIR9-3HG,True,True,OX6_fixed
GSE39582,ferroptosis,MIR93,False,False,OX6_fixed
GSE39582,ferroptosis,MIR936,False,False,OX6_fixed
GSE39582,ferroptosis,MIR96,False,False,OX6_fixed
GSE39582,ferroptosis,MIRN672,False,False,OX6_fixed
GSE39582,ferroptosis,MITD1,True,True,OX6_fixed
GSE39582,ferroptosis,MITF,True,True,OX6_fixed
GSE39582,ferroptosis,MLLT1,True,True,OX6_fixed
GSE39582,ferroptosis,MLST8,True,True,OX6_fixed
GSE39582,ferroptosis,MMD,True,True,OX6_fixed
GSE39582,ferroptosis,MMP13,True,True,OX6_fixed
GSE39582,ferroptosis,MMP9,True,True,OX6_fixed
GSE39582,ferroptosis,MNT,True,True,OX6_fixed
GSE39582,ferroptosis,MPC1,True,True,OX6_fixed
GSE39582,ferroptosis,MPO,True,True,OX6_fixed
GSE39582,ferroptosis,MPV17,True,True,OX6_fixed
GSE39582,ferroptosis,MRTFA,False,False,OX6_fixed
GSE39582,ferroptosis,MS4A15,True,True,OX6_fixed
GSE39582,ferroptosis,MT-RNR1,False,False,OX6_fixed
GSE39582,ferroptosis,MT1A,False,False,OX6_fixed
GSE39582,ferroptosis,MT1B,False,False,OX6_fixed
GSE39582,ferroptosis,MT1DP,False,False,OX6_fixed
GSE39582,ferroptosis,MT1E,True,True,OX6_fixed
GSE39582,ferroptosis,MT1F,True,True,OX6_fixed
GSE39582,ferroptosis,MT1G,True,True,OX6_fixed
GSE39582,ferroptosis,MT1H,True,True,OX6_fixed
GSE39582,ferroptosis,MT1L,False,False,OX6_fixed
GSE39582,ferroptosis,MT1M,True,True,OX6_fixed
GSE39582,ferroptosis,MT1X,True,True,OX6_fixed
GSE39582,ferroptosis,MT3,True,True,OX6_fixed
GSE39582,ferroptosis,MTCH1,True,True,OX6_fixed
GSE39582,ferroptosis,MTDH,True,True,OX6_fixed
GSE39582,ferroptosis,MTF1,True,True,OX6_fixed
GSE39582,ferroptosis,MTHFR,True,True,OX6_fixed
GSE39582,ferroptosis,MTOR,True,True,OX6_fixed
GSE39582,ferroptosis,MTTP,True,True,OX6_fixed
GSE39582,ferroptosis,MUC1,True,True,OX6_fixed
GSE39582,ferroptosis,MVP,True,True,OX6_fixed
GSE39582,ferroptosis,MXRA8,True,True,OX6_fixed
GSE39582,ferroptosis,MYB,True,True,OX6_fixed
GSE39582,ferroptosis,MYC,True,True,OX6_fixed
GSE39582,ferroptosis,MYCN,True,True,OX6_fixed
GSE39582,ferroptosis,MYEOV,True,True,OX6_fixed
GSE39582,ferroptosis,MYLK3,True,True,OX6_fixed
GSE39582,ferroptosis,MYSM1,True,True,OX6_fixed
GSE39582,ferroptosis,MZF1,True,True,OX6_fixed
GSE39582,ferroptosis,MiR-19b-3p,False,False,OX6_fixed
GSE39582,ferroptosis,MiR-706,False,False,OX6_fixed
GSE39582,ferroptosis,NAA10,True,True,OX6_fixed
GSE39582,ferroptosis,NADK,True,True,OX6_fixed
GSE39582,ferroptosis,NAMPT,True,True,OX6_fixed
GSE39582,ferroptosis,NAT10,True,True,OX6_fixed
GSE39582,ferroptosis,NCF2,True,True,OX6_fixed
GSE39582,ferroptosis,NCOA3,True,True,OX6_fixed
GSE39582,ferroptosis,NCOA4,True,True,OX6_fixed
GSE39582,ferroptosis,NDFIP1,True,True,OX6_fixed
GSE39582,ferroptosis,NDRG1,True,True,OX6_fixed
GSE39582,ferroptosis,NDRG2,True,True,OX6_fixed
GSE39582,ferroptosis,NDUFA4,True,True,OX6_fixed
GSE39582,ferroptosis,NDUFS3,True,True,OX6_fixed
GSE39582,ferroptosis,NDUFS4,True,True,OX6_fixed
GSE39582,ferroptosis,NEAT1,True,True,OX6_fixed
GSE39582,ferroptosis,NEAT1_1,False,False,OX6_fixed
GSE39582,ferroptosis,NEDD4,True,True,OX6_fixed
GSE39582,ferroptosis,NEDD4L,True,True,OX6_fixed
GSE39582,ferroptosis,NEK2,True,True,OX6_fixed
GSE39582,ferroptosis,NEUROD1,True,True,OX6_fixed
GSE39582,ferroptosis,NF2,True,True,OX6_fixed
GSE39582,ferroptosis,NFE2L1,True,True,OX6_fixed
GSE39582,ferroptosis,NFE2L2,True,True,OX6_fixed
GSE39582,ferroptosis,NFKB2,True,True,OX6_fixed
GSE39582,ferroptosis,NFS1,True,True,OX6_fixed
GSE39582,ferroptosis,NFYA,True,True,OX6_fixed
GSE39582,ferroptosis,NGB,True,True,OX6_fixed
GSE39582,ferroptosis,NHLRC1,False,False,OX6_fixed
GSE39582,ferroptosis,NINJ1,True,True,OX6_fixed
GSE39582,ferroptosis,NKAP,True,True,OX6_fixed
GSE39582,ferroptosis,NLRP3,True,True,OX6_fixed
GSE39582,ferroptosis,NLRP6,True,True,OX6_fixed
GSE39582,ferroptosis,NMDAR,False,False,OX6_fixed
GSE39582,ferroptosis,NNMT,True,True,OX6_fixed
GSE39582,ferroptosis,NOD1,True,True,OX6_fixed
GSE39582,ferroptosis,NODAL,True,True,OX6_fixed
GSE39582,ferroptosis,NORAD,True,True,OX6_fixed
GSE39582,ferroptosis,NOS2,True,True,OX6_fixed
GSE39582,ferroptosis,NOTCH3,True,True,OX6_fixed
GSE39582,ferroptosis,NOX1,True,True,OX6_fixed
GSE39582,ferroptosis,NOX3,True,True,OX6_fixed
GSE39582,ferroptosis,NOX4,True,True,OX6_fixed
GSE39582,ferroptosis,NOX5,True,True,OX6_fixed
GSE39582,ferroptosis,NPC1,True,True,OX6_fixed
GSE39582,ferroptosis,NPM1,True,True,OX6_fixed
GSE39582,ferroptosis,NPR1,True,True,OX6_fixed
GSE39582,ferroptosis,NQO1,True,True,OX6_fixed
GSE39582,ferroptosis,NR0B1,True,True,OX6_fixed
GSE39582,ferroptosis,NR1D1,True,True,OX6_fixed
GSE39582,ferroptosis,NR1D2,True,True,OX6_fixed
GSE39582,ferroptosis,NR1H4,True,True,OX6_fixed
GSE39582,ferroptosis,NR2F2,True,True,OX6_fixed
GSE39582,ferroptosis,NR4A1,True,True,OX6_fixed
GSE39582,ferroptosis,NR5A2,True,True,OX6_fixed
GSE39582,ferroptosis,NRAS,True,True,OX6_fixed
GSE39582,ferroptosis,NSUN2,True,True,OX6_fixed
GSE39582,ferroptosis,NSUN5,True,True,OX6_fixed
GSE39582,ferroptosis,NT5DC2,True,True,OX6_fixed
GSE39582,ferroptosis,NTN1,True,True,OX6_fixed
GSE39582,ferroptosis,NTRK2,True,True,OX6_fixed
GSE39582,ferroptosis,NUAK2,True,True,OX6_fixed
GSE39582,ferroptosis,NUDT16L1,True,True,OX6_fixed
GSE39582,ferroptosis,NUP62,True,True,OX6_fixed
GSE39582,ferroptosis,NUPR1,True,True,OX6_fixed
GSE39582,ferroptosis,Novel-3,False,False,OX6_fixed
GSE39582,ferroptosis,OGFRP1,True,True,OX6_fixed
GSE39582,ferroptosis,OGT,True,True,OX6_fixed
GSE39582,ferroptosis,OIP5-AS1,True,True,OX6_fixed
GSE39582,ferroptosis,OMA1,True,True,OX6_fixed
GSE39582,ferroptosis,OPA1,True,True,OX6_fixed
GSE39582,ferroptosis,OPRM1,True,True,OX6_fixed
GSE39582,ferroptosis,ORC1,True,True,OX6_fixed
GSE39582,ferroptosis,ORMDL3,True,True,OX6_fixed
GSE39582,ferroptosis,OSBPL9,True,True,OX6_fixed
GSE39582,ferroptosis,OSGIN1,True,True,OX6_fixed
GSE39582,ferroptosis,OTUB1,True,True,OX6_fixed
GSE39582,ferroptosis,OTUD3,True,True,OX6_fixed
GSE39582,ferroptosis,OTUD4,True,True,OX6_fixed
GSE39582,ferroptosis,OTUD5,True,True,OX6_fixed
GSE39582,ferroptosis,OTUD6B-AS1,True,True,OX6_fixed
GSE39582,ferroptosis,OXSR1,True,True,OX6_fixed
GSE39582,ferroptosis,OsFER2,False,False,OX6_fixed
GSE39582,ferroptosis,P2RX7,True,True,OX6_fixed
GSE39582,ferroptosis,P4HA1,True,True,OX6_fixed
GSE39582,ferroptosis,P4HB,True,True,OX6_fixed
GSE39582,ferroptosis,P66Shc,False,False,OX6_fixed
GSE39582,ferroptosis,PADI4,True,True,OX6_fixed
GSE39582,ferroptosis,PAFAH2,True,True,OX6_fixed
GSE39582,ferroptosis,PAN2,True,True,OX6_fixed
GSE39582,ferroptosis,PANX1,True,True,OX6_fixed
GSE39582,ferroptosis,PANX2,True,True,OX6_fixed
GSE39582,ferroptosis,PAQR3,True,True,OX6_fixed
GSE39582,ferroptosis,PARK7,True,True,OX6_fixed
GSE39582,ferroptosis,PARL,True,True,OX6_fixed
GSE39582,ferroptosis,PARP1,True,True,OX6_fixed
GSE39582,ferroptosis,PARP10,True,True,OX6_fixed
GSE39582,ferroptosis,PARP11,True,True,OX6_fixed
GSE39582,ferroptosis,PARP12,True,True,OX6_fixed
GSE39582,ferroptosis,PARP14,True,True,OX6_fixed
GSE39582,ferroptosis,PARP15,True,True,OX6_fixed
GSE39582,ferroptosis,PARP16,True,True,OX6_fixed
GSE39582,ferroptosis,PARP2,True,True,OX6_fixed
GSE39582,ferroptosis,PARP3,True,True,OX6_fixed
GSE39582,ferroptosis,PARP4,True,True,OX6_fixed
GSE39582,ferroptosis,PARP6,True,True,OX6_fixed
GSE39582,ferroptosis,PARP8,True,True,OX6_fixed
GSE39582,ferroptosis,PARP9,True,True,OX6_fixed
GSE39582,ferroptosis,PART1,True,True,OX6_fixed
GSE39582,ferroptosis,PAWR,True,True,OX6_fixed
GSE39582,ferroptosis,PAX8,True,True,OX6_fixed
GSE39582,ferroptosis,PCAT1,False,False,OX6_fixed
GSE39582,ferroptosis,PCBP1,True,True,OX6_fixed
GSE39582,ferroptosis,PCBP2,True,True,OX6_fixed
GSE39582,ferroptosis,PCDH7,True,True,OX6_fixed
GSE39582,ferroptosis,PCDHB14,True,True,OX6_fixed
GSE39582,ferroptosis,PCK2,True,True,OX6_fixed
GSE39582,ferroptosis,PCSK9,True,True,OX6_fixed
GSE39582,ferroptosis,PCYT1A,True,True,OX6_fixed
GSE39582,ferroptosis,PDCD4,True,True,OX6_fixed
GSE39582,ferroptosis,PDE4A,True,True,OX6_fixed
GSE39582,ferroptosis,PDE4B,True,True,OX6_fixed
GSE39582,ferroptosis,PDE4C,True,True,OX6_fixed
GSE39582,ferroptosis,PDE4D,True,True,OX6_fixed
GSE39582,ferroptosis,PDGFRA,True,True,OX6_fixed
GSE39582,ferroptosis,PDGFRB,True,True,OX6_fixed
GSE39582,ferroptosis,PDIA2,True,True,OX6_fixed
GSE39582,ferroptosis,PDIA4,True,True,OX6_fixed
GSE39582,ferroptosis,PDK4,True,True,OX6_fixed
GSE39582,ferroptosis,PDLIM3,True,True,OX6_fixed
GSE39582,ferroptosis,PDP2,True,True,OX6_fixed
GSE39582,ferroptosis,PDSS2,True,True,OX6_fixed
GSE39582,ferroptosis,PEBP1,True,True,OX6_fixed
GSE39582,ferroptosis,PEDS1,False,False,OX6_fixed
GSE39582,ferroptosis,PELATON,False,False,OX6_fixed
GSE39582,ferroptosis,PER1,True,True,OX6_fixed
GSE39582,ferroptosis,PER2,True,True,OX6_fixed
GSE39582,ferroptosis,PEX10,True,True,OX6_fixed
GSE39582,ferroptosis,PEX12,True,True,OX6_fixed
GSE39582,ferroptosis,PEX14,True,True,OX6_fixed
GSE39582,ferroptosis,PEX2,True,True,OX6_fixed
GSE39582,ferroptosis,PEX3,True,True,OX6_fixed
GSE39582,ferroptosis,PEX6,True,True,OX6_fixed
GSE39582,ferroptosis,PFKFB2,True,True,OX6_fixed
GSE39582,ferroptosis,PGAM1,True,True,OX6_fixed
GSE39582,ferroptosis,PGAM5,True,False,OX6_fixed
GSE39582,ferroptosis,PGD,True,True,OX6_fixed
GSE39582,ferroptosis,PGM5P3-AS1,False,False,OX6_fixed
GSE39582,ferroptosis,PGRMC1,True,True,OX6_fixed
GSE39582,ferroptosis,PHF21A,True,True,OX6_fixed
GSE39582,ferroptosis,PHGDH,True,True,OX6_fixed
GSE39582,ferroptosis,PHKG2,True,True,OX6_fixed
GSE39582,ferroptosis,PI3K,False,False,OX6_fixed
GSE39582,ferroptosis,PIAS3,True,True,OX6_fixed
GSE39582,ferroptosis,PIEZO1,True,True,OX6_fixed
GSE39582,ferroptosis,PIK3CA,True,True,OX6_fixed
GSE39582,ferroptosis,PIM1,True,True,OX6_fixed
GSE39582,ferroptosis,PIM3,True,True,OX6_fixed
GSE39582,ferroptosis,PINK1,True,True,OX6_fixed
GSE39582,ferroptosis,PIR,True,True,OX6_fixed
GSE39582,ferroptosis,PITX2,True,True,OX6_fixed
GSE39582,ferroptosis,PKM,True,True,OX6_fixed
GSE39582,ferroptosis,PKM2,False,False,OX6_fixed
GSE39582,ferroptosis,PLA2G6,True,True,OX6_fixed
GSE39582,ferroptosis,PLA2G7,True,True,OX6_fixed
GSE39582,ferroptosis,PLAG1,True,True,OX6_fixed
GSE39582,ferroptosis,PLIN2,True,True,OX6_fixed
GSE39582,ferroptosis,PLIN4,True,True,OX6_fixed
GSE39582,ferroptosis,PLIN5,True,True,OX6_fixed
GSE39582,ferroptosis,PLK1,True,True,OX6_fixed
GSE39582,ferroptosis,PLPP1,True,True,OX6_fixed
GSE39582,ferroptosis,PLTP,True,True,OX6_fixed
GSE39582,ferroptosis,PML,True,True,OX6_fixed
GSE39582,ferroptosis,PNO1,True,True,OX6_fixed
GSE39582,ferroptosis,POLE2,True,True,OX6_fixed
GSE39582,ferroptosis,POLQ,True,True,OX6_fixed
GSE39582,ferroptosis,POM121L12,True,True,OX6_fixed
GSE39582,ferroptosis,POMC,True,True,OX6_fixed
GSE39582,ferroptosis,POR,True,True,OX6_fixed
GSE39582,ferroptosis,POU2F2,True,True,OX6_fixed
GSE39582,ferroptosis,POU6F1,True,True,OX6_fixed
GSE39582,ferroptosis,PPARA,True,True,OX6_fixed
GSE39582,ferroptosis,PPARD,True,True,OX6_fixed
GSE39582,ferroptosis,PPARG,True,True,OX6_fixed
GSE39582,ferroptosis,PPARGC1A,True,True,OX6_fixed
GSE39582,ferroptosis,PPM1K,True,True,OX6_fixed
GSE39582,ferroptosis,PPP1R13L,True,True,OX6_fixed
GSE39582,ferroptosis,PPP2R2B,True,True,OX6_fixed
GSE39582,ferroptosis,PPT1,True,True,OX6_fixed
GSE39582,ferroptosis,PRDM1,True,True,OX6_fixed
GSE39582,ferroptosis,PRDM16,True,True,OX6_fixed
GSE39582,ferroptosis,PRDX1,True,True,OX6_fixed
GSE39582,ferroptosis,PRDX2,True,True,OX6_fixed
GSE39582,ferroptosis,PRDX3,True,True,OX6_fixed
GSE39582,ferroptosis,PRDX4,True,True,OX6_fixed
GSE39582,ferroptosis,PRDX6,True,True,OX6_fixed
GSE39582,ferroptosis,PRKAA1,True,True,OX6_fixed
GSE39582,ferroptosis,PRKAA2,True,True,OX6_fixed
GSE39582,ferroptosis,PRKCA,True,True,OX6_fixed
GSE39582,ferroptosis,PRKCB,True,True,OX6_fixed
GSE39582,ferroptosis,PRKCG,True,True,OX6_fixed
GSE39582,ferroptosis,PRKD1,True,True,OX6_fixed
GSE39582,ferroptosis,PRKD2,True,True,OX6_fixed
GSE39582,ferroptosis,PRMT1,True,True,OX6_fixed
GSE39582,ferroptosis,PRMT2,True,True,OX6_fixed
GSE39582,ferroptosis,PRMT5,True,True,OX6_fixed
GSE39582,ferroptosis,PRMT7,True,True,OX6_fixed
GSE39582,ferroptosis,PRMT8,True,True,OX6_fixed
GSE39582,ferroptosis,PRMT9,True,True,OX6_fixed
GSE39582,ferroptosis,PRNP,True,True,OX6_fixed
GSE39582,ferroptosis,PRODH,True,True,OX6_fixed
GSE39582,ferroptosis,PROK2,True,True,OX6_fixed
GSE39582,ferroptosis,PROM2,True,True,OX6_fixed
GSE39582,ferroptosis,PROX1,True,True,OX6_fixed
GSE39582,ferroptosis,PRR11,True,True,OX6_fixed
GSE39582,ferroptosis,PRR5,True,True,OX6_fixed
GSE39582,ferroptosis,PRRX2,True,True,OX6_fixed
GSE39582,ferroptosis,PSAT1,True,True,OX6_fixed
GSE39582,ferroptosis,PSEN1,True,True,OX6_fixed
GSE39582,ferroptosis,PSEN2,True,True,OX6_fixed
GSE39582,ferroptosis,PSTK,True,True,OX6_fixed
GSE39582,ferroptosis,PTBP1,True,True,OX6_fixed
GSE39582,ferroptosis,PTEN,True,True,OX6_fixed
GSE39582,ferroptosis,PTGER1,True,True,OX6_fixed
GSE39582,ferroptosis,PTGER3,True,True,OX6_fixed
GSE39582,ferroptosis,PTGES2,True,True,OX6_fixed
GSE39582,ferroptosis,PTGS2,True,True,OX6_fixed
GSE39582,ferroptosis,PTPMT1,True,True,OX6_fixed
GSE39582,ferroptosis,PTPN11,True,True,OX6_fixed
GSE39582,ferroptosis,PTPN18,True,True,OX6_fixed
GSE39582,ferroptosis,PTPN6,True,True,OX6_fixed
GSE39582,ferroptosis,PTPRC,True,True,OX6_fixed
GSE39582,ferroptosis,PTPRG-AS1,True,True,OX6_fixed
GSE39582,ferroptosis,PUM2,True,True,OX6_fixed
GSE39582,ferroptosis,PVT1,True,True,OX6_fixed
GSE39582,ferroptosis,PWAR1,False,False,OX6_fixed
GSE39582,ferroptosis,PYCR1,True,True,OX6_fixed
GSE39582,ferroptosis,QSOX1,True,True,OX6_fixed
GSE39582,ferroptosis,RAB17,True,True,OX6_fixed
GSE39582,ferroptosis,RAB26,True,True,OX6_fixed
GSE39582,ferroptosis,RACK1,True,True,OX6_fixed
GSE39582,ferroptosis,RAP1GDS1,True,True,OX6_fixed
GSE39582,ferroptosis,RAPGEF3,True,True,OX6_fixed
GSE39582,ferroptosis,RARRES2,True,True,OX6_fixed
GSE39582,ferroptosis,RB1,True,True,OX6_fixed
GSE39582,ferroptosis,RB1CC1,True,True,OX6_fixed
GSE39582,ferroptosis,RBBP6,True,True,OX6_fixed
GSE39582,ferroptosis,RBM15,True,True,OX6_fixed
GSE39582,ferroptosis,RBM24,True,True,OX6_fixed
GSE39582,ferroptosis,RBM3,True,True,OX6_fixed
GSE39582,ferroptosis,RBMS1,True,True,OX6_fixed
GSE39582,ferroptosis,REEP6,True,True,OX6_fixed
GSE39582,ferroptosis,RELA,True,True,OX6_fixed
GSE39582,ferroptosis,REST,True,True,OX6_fixed
GSE39582,ferroptosis,RFNG,True,True,OX6_fixed
GSE39582,ferroptosis,RFX1,True,True,OX6_fixed
GSE39582,ferroptosis,RGMB-AS1,True,True,OX6_fixed
GSE39582,ferroptosis,RGS2,True,True,OX6_fixed
GSE39582,ferroptosis,RGS4,True,True,OX6_fixed
GSE39582,ferroptosis,RHEBP1,False,False,OX6_fixed
GSE39582,ferroptosis,RICTOR,True,True,OX6_fixed
GSE39582,ferroptosis,RIPK1,True,True,OX6_fixed
GSE39582,ferroptosis,RIPK3,True,True,OX6_fixed
GSE39582,ferroptosis,RIPK4,True,True,OX6_fixed
GSE39582,ferroptosis,RNA_0025843,False,False,OX6_fixed
GSE39582,ferroptosis,RND1,True,True,OX6_fixed
GSE39582,ferroptosis,RNF113A,True,True,OX6_fixed
GSE39582,ferroptosis,RNF126,True,True,OX6_fixed
GSE39582,ferroptosis,RNF25,True,True,OX6_fixed
GSE39582,ferroptosis,ROR1-AS1,True,True,OX6_fixed
GSE39582,ferroptosis,RPL8,True,True,OX6_fixed
GSE39582,ferroptosis,RPLP2,True,True,OX6_fixed
GSE39582,ferroptosis,RPRM,True,True,OX6_fixed
GSE39582,ferroptosis,RPTOR,True,True,OX6_fixed
GSE39582,ferroptosis,RRAD,True,True,OX6_fixed
GSE39582,ferroptosis,RRM1,True,True,OX6_fixed
GSE39582,ferroptosis,RRM2,True,True,OX6_fixed
GSE39582,ferroptosis,RSL1D1,True,True,OX6_fixed
GSE39582,ferroptosis,RUNX3,True,True,OX6_fixed
GSE39582,ferroptosis,RXRG,True,True,OX6_fixed
GSE39582,ferroptosis,S100A8,True,True,OX6_fixed
GSE39582,ferroptosis,SAT1,True,True,OX6_fixed
GSE39582,ferroptosis,SATB1,True,True,OX6_fixed
GSE39582,ferroptosis,SCARA5,True,True,OX6_fixed
GSE39582,ferroptosis,SCD,True,True,OX6_fixed
GSE39582,ferroptosis,SCD1,False,False,OX6_fixed
GSE39582,ferroptosis,SCD5,True,True,OX6_fixed
GSE39582,ferroptosis,SCGB1A1,True,True,OX6_fixed
GSE39582,ferroptosis,SCP2,True,True,OX6_fixed
GSE39582,ferroptosis,SDCBP2-AS1,True,True,OX6_fixed
